student_id,student_name,student_email,course_id,course_name,course_load,course_submission_count,course_late_ratio,early_avg_grade,early_submission_count,early_late_ratio,active_weeks_early,early_grade_stddev,early_grade_trend,avg_delay_hours,submissions_last_14d,submissions_last_30d,assignment_completion_ratio,course_final_avg,is_at_risk
9,Hoàng Văn Dũng,student104@example.com,4,Khóa học C++,95,24,0.625,6.306666666666668,15,0.4666666666666667,4,0.5052612085732384,-3.2460203900704596e-07,41.8,2,5,0.8,5.845833333333335,0
10,Bùi Thị Hoa,student105@example.com,1,Khóa học JavaScript,116,29,0.10344827586206896,8.733333333333333,18,0.1111111111111111,7,0.8812869377601525,6.453091731637794e-08,4.833333333333333,0,8,0.9666666666666667,8.589655172413792,0
10,Bùi Thị Hoa,student105@example.com,2,Khóa học Java,116,29,0.10344827586206896,7.9722222222222205,18,0.16666666666666666,7,0.9115344544932984,-2.0619514763796262e-07,5.666666666666667,0,7,0.9666666666666667,8.110344827586207,0
10,Bùi Thị Hoa,student105@example.com,3,Khóa học Python,116,28,0.03571428571428571,8.505882352941176,17,0.058823529411764705,6,0.9142470950815498,-6.275014614420237e-08,1.647058823529412,2,7,0.9333333333333333,8.571428571428571,0
10,Bùi Thị Hoa,student105@example.com,4,Khóa học C++,116,30,0.1,8.822222222222221,18,0.05555555555555555,6,0.7553921391903793,-1.0230513209388596e-07,1.777777777777778,0,8,1.0,8.756666666666664,0
11,Phan Văn Hùng,student106@example.com,1,Khóa học JavaScript,114,28,0.07142857142857142,8.623529411764705,17,0.11764705882352941,7,0.6539737463382254,8.08870693653858e-08,3.6470588235294117,1,7,0.9333333333333333,8.50357142857143,0
11,Phan Văn Hùng,student106@example.com,2,Khóa học Java,114,30,0.1,8.405555555555557,18,0.05555555555555555,7,0.9009083207902654,1.7211720846671623e-07,2.888888888888889,3,9,1.0,8.373333333333335,0
11,Phan Văn Hùng,student106@example.com,3,Khóa học Python,114,27,0.1111111111111111,8.276470588235293,17,0.11764705882352941,7,0.8299747776215187,2.1219952339598695e-08,3.2941176470588234,1,6,0.9,8.414814814814813,0
11,Phan Văn Hùng,student106@example.com,4,Khóa học C++,114,29,0.06896551724137931,8.344444444444443,18,0.1111111111111111,7,0.9280937585671816,5.162005119424114e-08,3.111111111111111,1,9,0.9666666666666667,8.293103448275861,0
12,Đặng Thị Hương,student107@example.com,1,Khóa học JavaScript,99,24,0.5833333333333334,6.120000000000001,15,0.4666666666666667,7,0.5243408560596186,-2.33514372865762e-07,45.6,3,7,0.8,5.766666666666667,0
12,Đặng Thị Hương,student107@example.com,2,Khóa học Java,99,24,0.4166666666666667,6.22,15,0.4666666666666667,6,0.56944417344167,-4.0991449852719257e-07,41.8,1,7,0.8,5.783333333333334,0
12,Đặng Thị Hương,student107@example.com,3,Khóa học Python,99,25,0.76,6.120000000000001,15,0.8,7,0.5381449618829487,-2.9433850265447715e-07,77.73333333333333,3,8,0.8333333333333334,5.6240000000000006,0
12,Đặng Thị Hương,student107@example.com,4,Khóa học C++,99,26,0.6538461538461539,6.331250000000001,16,0.75,7,0.5474015322411879,-3.8484494181946533e-07,81.4375,2,7,0.8666666666666667,5.715384615384616,0
13,Vũ Văn Khang,student108@example.com,1,Khóa học JavaScript,118,30,0.03333333333333333,8.616666666666667,18,0.0,7,0.8757536436946435,-1.0038798020268618e-08,0.0,1,8,1.0,8.646666666666667,0
13,Vũ Văn Khang,student108@example.com,2,Khóa học Java,118,30,0.03333333333333333,8.411111111111108,18,0.05555555555555555,7,0.9017815015530146,2.3408508804267263e-08,2.8333333333333335,0,8,1.0,8.283333333333331,0
13,Vũ Văn Khang,student108@example.com,3,Khóa học Python,118,29,0.10344827586206896,8.572222222222223,18,0.16666666666666666,7,0.8081567199192353,4.5213688141071766e-08,8.944444444444445,1,8,0.9666666666666667,8.555172413793105,0
13,Vũ Văn Khang,student108@example.com,4,Khóa học C++,118,29,0.1724137931034483,8.522222222222222,18,0.16666666666666666,6,0.8929075823495309,5.489548416231661e-07,7.722222222222222,1,8,0.9666666666666667,8.420689655172415,0
14,Nguyễn Thị Lan,student109@example.com,1,Khóa học JavaScript,116,30,0.06666666666666667,8.516666666666666,18,0.05555555555555555,7,0.6906116451700219,3.765756505581335e-07,2.888888888888889,0,9,1.0,8.47,0
14,Nguyễn Thị Lan,student109@example.com,2,Khóa học Java,116,29,0.10344827586206896,8.722222222222221,18,0.16666666666666666,6,0.8960131171879345,1.5762142097401668e-07,6.111111111111111,0,8,0.9666666666666667,8.46551724137931,0
14,Nguyễn Thị Lan,student109@example.com,3,Khóa học Python,116,28,0.14285714285714285,8.376470588235295,17,0.11764705882352941,7,0.7780287396511669,-5.150066268595638e-08,3.411764705882353,0,8,0.9333333333333333,8.296428571428573,0
14,Nguyễn Thị Lan,student109@example.com,4,Khóa học C++,116,29,0.13793103448275862,8.683333333333332,18,0.1111111111111111,7,0.9500000000000002,-3.685159580812324e-07,4.666666666666667,0,7,0.9666666666666667,8.658620689655173,0
15,Trần Văn Linh,student110@example.com,1,Khóa học JavaScript,82,20,0.5,4.516666666666667,12,0.4166666666666667,6,0.6229410530343584,-5.800471483652715e-07,48.416666666666664,0,6,0.6666666666666666,3.479999999999999,1
15,Trần Văn Linh,student110@example.com,2,Khóa học Java,82,20,0.4,4.35,12,0.4166666666666667,5,0.7544313531837515,-8.579121551178446e-07,17.666666666666668,0,4,0.6666666666666666,3.46,1
15,Trần Văn Linh,student110@example.com,3,Khóa học Python,82,19,0.3684210526315789,4.375000000000001,12,0.3333333333333333,6,0.8135570047636492,-3.0958435713927114e-07,55.416666666666664,1,3,0.6333333333333333,3.5105263157894746,1
15,Trần Văn Linh,student110@example.com,4,Khóa học C++,82,23,0.5217391304347826,4.564285714285714,14,0.5,5,0.6574921431981884,-4.893494685809083e-07,70.5,2,4,0.7666666666666667,3.6130434782608694,1
16,Lê Thị Mai,student111@example.com,1,Khóa học JavaScript,81,22,0.5,4.292857142857143,14,0.5,7,0.639714540930211,-2.932504457418993e-07,76.35714285714286,2,6,0.7333333333333333,3.4181818181818175,1
16,Lê Thị Mai,student111@example.com,2,Khóa học Java,81,19,0.3684210526315789,3.6583333333333328,12,0.4166666666666667,8,1.3943088690179883,-7.915918293276781e-07,44.25,1,8,0.6333333333333333,2.894736842105263,1
16,Lê Thị Mai,student111@example.com,3,Khóa học Python,81,21,0.3333333333333333,4.56153846153846,13,0.23076923076923078,5,0.7354103632441298,-8.054347232941203e-07,29.384615384615383,3,4,0.7,3.7142857142857135,1
16,Lê Thị Mai,student111@example.com,4,Khóa học C++,81,19,0.5263157894736842,4.033333333333332,12,0.4166666666666667,7,1.2472191289246468,-8.294637947835428e-07,51.833333333333336,0,8,0.6333333333333333,3.1684210526315786,1
17,Phạm Văn Minh,student112@example.com,1,Khóa học JavaScript,109,26,0.038461538461538464,8.499999999999998,16,0.0,7,0.7533259586659676,-5.467802895032593e-08,0.0,1,7,0.8666666666666667,8.323076923076922,0
17,Phạm Văn Minh,student112@example.com,2,Khóa học Java,109,28,0.07142857142857142,8.288235294117648,17,0.058823529411764705,6,0.7940087071245628,-7.785833260181235e-08,1.4705882352941178,1,6,0.9333333333333333,8.289285714285716,0
17,Phạm Văn Minh,student112@example.com,3,Khóa học Python,109,27,0.1111111111111111,8.676470588235293,17,0.11764705882352941,7,0.7487475124300865,1.1713130180614021e-07,3.1176470588235294,1,6,0.9,8.64814814814815,0
17,Phạm Văn Minh,student112@example.com,4,Khóa học C++,109,28,0.14285714285714285,8.576470588235296,17,0.11764705882352941,6,0.8349212092200898,6.138490424563002e-08,6.0,2,7,0.9333333333333333,8.735714285714286,0
18,Hoàng Thị Nga,student113@example.com,1,Khóa học JavaScript,109,28,0.0,8.523529411764704,17,0.0,6,0.9831099584031374,1.3254443231594965e-07,0.0,1,8,0.9333333333333333,8.564285714285715,0
18,Hoàng Thị Nga,student113@example.com,2,Khóa học Java,109,27,0.18518518518518517,8.529411764705882,17,0.23529411764705882,8,0.9706060604423783,-2.3046814090286973e-07,9.588235294117647,0,7,0.9,8.518518518518519,0
18,Hoàng Thị Nga,student113@example.com,3,Khóa học Python,109,25,0.04,8.2,15,0.06666666666666667,7,0.6723094525588642,-1.5461989185364813e-07,2.0,1,9,0.8333333333333334,8.447999999999999,0
18,Hoàng Thị Nga,student113@example.com,4,Khóa học C++,109,29,0.1724137931034483,8.71111111111111,18,0.2222222222222222,7,0.8312566717452484,1.3805943392219867e-07,9.11111111111111,1,6,0.9666666666666667,8.73448275862069,0
19,Bùi Văn Nam,student114@example.com,1,Khóa học JavaScript,117,29,0.06896551724137931,8.55,18,0.1111111111111111,7,0.8105210943858553,4.169301498543733e-08,4.388888888888889,2,9,0.9666666666666667,8.475862068965519,0
19,Bùi Văn Nam,student114@example.com,2,Khóa học Java,117,28,0.07142857142857142,8.623529411764705,17,0.058823529411764705,7,0.8980563402768329,-3.681043006426072e-08,1.5882352941176472,1,7,0.9333333333333333,8.667857142857143,0
19,Bùi Văn Nam,student114@example.com,3,Khóa học Python,117,30,0.03333333333333333,8.477777777777778,18,0.05555555555555555,7,0.9156391547593382,1.2358548867781903e-07,3.055555555555556,0,7,1.0,8.483333333333333,0
19,Bùi Văn Nam,student114@example.com,4,Khóa học C++,117,30,0.1,8.344444444444445,18,0.16666666666666666,6,0.9136144471409653,-9.089181921284836e-08,7.888888888888889,0,7,1.0,8.366666666666667,0
20,Phan Thị Oanh,student115@example.com,1,Khóa học JavaScript,66,14,0.5,4.211111111111111,9,0.4444444444444444,7,1.1647073494558808,-7.231696981987342e-07,68.33333333333333,3,6,0.4666666666666667,3.192857142857143,1
20,Phan Thị Oanh,student115@example.com,2,Khóa học Java,66,15,0.4666666666666667,4.2444444444444445,9,0.2222222222222222,5,0.7274172134814629,-7.073697320717675e-07,14.666666666666666,2,6,0.5,3.18,1
20,Phan Thị Oanh,student115@example.com,3,Khóa học Python,66,20,0.45,4.733333333333333,12,0.4166666666666667,6,0.6155395104206461,-3.461768243632807e-07,41.916666666666664,2,4,0.6666666666666666,3.8600000000000003,1
20,Phan Thị Oanh,student115@example.com,4,Khóa học C++,66,17,0.35294117647058826,4.1090909090909085,11,0.18181818181818182,7,1.0439910705422246,-7.783508727389115e-07,25.09090909090909,3,6,0.5666666666666667,3.2058823529411766,1
21,Đặng Văn Phúc,student116@example.com,1,Khóa học JavaScript,114,28,0.17857142857142858,8.141176470588235,17,0.23529411764705882,8,0.8381062852220595,-1.034714177459367e-07,10.647058823529411,0,7,0.9333333333333333,8.242857142857144,0
21,Đặng Văn Phúc,student116@example.com,2,Khóa học Java,114,29,0.13793103448275862,8.56111111111111,18,0.16666666666666666,7,0.9232424076101989,-1.1449215064135095e-07,7.388888888888889,1,8,0.9666666666666667,8.36206896551724,0
21,Đặng Văn Phúc,student116@example.com,3,Khóa học Python,114,28,0.14285714285714285,8.36470588235294,17,0.17647058823529413,7,0.764615379259855,1.0845942909223456e-07,4.823529411764706,1,8,0.9333333333333333,8.492857142857144,0
21,Đặng Văn Phúc,student116@example.com,4,Khóa học C++,114,29,0.13793103448275862,8.605555555555556,18,0.0,7,0.8202115053937289,-4.0935823996703547e-07,0.0,2,9,0.9666666666666667,8.672413793103448,0
22,Vũ Thị Phương,student117@example.com,1,Khóa học JavaScript,104,24,0.7083333333333334,6.293333333333333,15,0.8,7,0.5994071144797067,-4.952641197010366e-07,84.73333333333333,2,7,0.8,5.641666666666666,0
22,Vũ Thị Phương,student117@example.com,2,Khóa học Java,104,24,0.5,6.153333333333333,15,0.4,7,0.547560245290162,-3.6180249395896185e-07,40.13333333333333,3,7,0.8,5.579166666666666,0
22,Vũ Thị Phương,student117@example.com,3,Khóa học Python,104,29,0.6206896551724138,6.205555555555556,18,0.6111111111111112,7,0.5254333896066944,-2.621373650428005e-07,66.88888888888889,3,8,0.9666666666666667,5.710344827586207,0
22,Vũ Thị Phương,student117@example.com,4,Khóa học C++,104,27,0.5925925925925926,6.147058823529412,17,0.5294117647058824,7,0.5236946203307055,-3.046463727743035e-07,51.05882352941177,3,7,0.9,5.7,0
23,Nguyễn Văn Quang,student118@example.com,1,Khóa học JavaScript,97,25,0.52,6.200000000000001,15,0.4666666666666667,7,0.5006662228138292,-2.2136342191949348e-07,46.6,2,7,0.8333333333333334,5.703999999999999,0
23,Nguyễn Văn Quang,student118@example.com,2,Khóa học Java,97,24,0.625,5.98,15,0.6666666666666666,6,0.5741080037762928,-3.221208849209016e-07,64.86666666666666,3,10,0.8,5.570833333333333,0
23,Nguyễn Văn Quang,student118@example.com,3,Khóa học Python,97,22,0.7272727272727273,6.2142857142857135,14,0.8571428571428571,7,0.6311634866964144,-4.2729495211069035e-07,91.0,2,5,0.7333333333333333,5.695454545454545,0
23,Nguyễn Văn Quang,student118@example.com,4,Khóa học C++,97,26,0.5384615384615384,6.275,16,0.5,6,0.4366062299143246,-1.3321443672612417e-07,60.5,0,8,0.8666666666666667,5.8538461538461535,0
24,Trần Thị Quỳnh,student119@example.com,1,Khóa học JavaScript,113,28,0.0,8.294117647058824,17,0.0,7,0.8495469991744,-3.824920525717252e-09,0.0,2,8,0.9333333333333333,8.24642857142857,0
24,Trần Thị Quỳnh,student119@example.com,2,Khóa học Java,113,29,0.0,8.772222222222224,18,0.0,7,0.7984746260182987,2.308204414546969e-08,0.0,1,7,0.9666666666666667,8.779310344827588,0
24,Trần Thị Quỳnh,student119@example.com,3,Khóa học Python,113,30,0.06666666666666667,8.700000000000001,18,0.0,7,0.7527726527090811,-2.5281049076268066e-09,0.0,1,8,1.0,8.620000000000001,0
24,Trần Thị Quỳnh,student119@example.com,4,Khóa học C++,113,26,0.11538461538461539,8.543750000000001,16,0.0625,8,0.8328931128902436,2.1997169163607523e-07,1.75,1,6,0.8666666666666667,8.453846153846156,0
25,Lê Văn Sơn,student120@example.com,1,Khóa học JavaScript,114,29,0.034482758620689655,8.383333333333333,18,0.0,7,0.7447967657168111,1.6148579067184917e-07,0.0,2,9,0.9666666666666667,8.39310344827586,0
25,Lê Văn Sơn,student120@example.com,2,Khóa học Java,114,29,0.20689655172413793,8.627777777777778,18,0.16666666666666666,8,0.8652588280429004,9.502746175359936e-08,4.888888888888889,2,8,0.9666666666666667,8.551724137931034,0
25,Lê Văn Sơn,student120@example.com,3,Khóa học Python,114,28,0.14285714285714285,8.894117647058822,17,0.11764705882352941,8,0.7336216272994703,4.3941586141614e-08,4.9411764705882355,2,8,0.9333333333333333,8.853571428571428,0
25,Lê Văn Sơn,student120@example.com,4,Khóa học C++,114,28,0.21428571428571427,8.758823529411766,17,0.23529411764705882,7,0.6553479753979038,5.750165458639812e-08,9.411764705882353,2,9,0.9333333333333333,8.739285714285716,0
26,Phạm Thị Thảo,student121@example.com,1,Khóa học JavaScript,115,30,0.06666666666666667,8.57777777777778,18,0.05555555555555555,6,0.9009597077903813,-2.101424707672709e-07,1.4444444444444444,1,9,1.0,8.576666666666666,0
26,Phạm Thị Thảo,student121@example.com,2,Khóa học Java,115,28,0.07142857142857142,8.047058823529412,17,0.0,7,0.5030701588994188,-8.792910539982876e-08,0.0,2,8,0.9333333333333333,8.367857142857144,0
26,Phạm Thị Thảo,student121@example.com,3,Khóa học Python,115,28,0.07142857142857142,8.5,17,0.058823529411764705,7,0.8758189444910474,1.0098705443466912e-07,3.176470588235294,0,7,0.9333333333333333,8.492857142857142,0
26,Phạm Thị Thảo,student121@example.com,4,Khóa học C++,115,29,0.13793103448275862,8.194444444444445,18,0.16666666666666666,7,0.8803233132221758,-4.0704617370391463e-07,9.166666666666666,1,6,0.9666666666666667,8.317241379310346,0
27,Hoàng Văn Thắng,student122@example.com,1,Khóa học JavaScript,116,29,0.06896551724137931,8.577777777777776,18,0.05555555555555555,6,0.6241042964437165,-1.0244886808531484e-07,2.8333333333333335,1,8,0.9666666666666667,8.437931034482759,0
27,Hoàng Văn Thắng,student122@example.com,2,Khóa học Java,116,28,0.03571428571428571,8.164705882352942,17,0.058823529411764705,7,0.7623039199925358,-1.2978357248673793e-07,3.0,1,6,0.9333333333333333,8.12857142857143,0
27,Hoàng Văn Thắng,student122@example.com,3,Khóa học Python,116,30,0.1,8.577777777777776,18,0.05555555555555555,8,0.8791129086601103,-1.2728252513865092e-07,2.888888888888889,1,8,1.0,8.646666666666667,0
27,Hoàng Văn Thắng,student122@example.com,4,Khóa học C++,116,29,0.13793103448275862,8.316666666666668,18,0.05555555555555555,7,0.7980879929208587,3.4761051781460794e-07,2.944444444444444,2,7,0.9666666666666667,8.510344827586207,0
28,Bùi Thị Thanh,student123@example.com,1,Khóa học JavaScript,96,24,0.6666666666666666,6.3133333333333335,15,0.7333333333333333,7,0.4745055906473133,-2.3148818792584278e-07,64.8,2,6,0.8,5.875000000000001,0
28,Bùi Thị Thanh,student123@example.com,2,Khóa học Java,96,24,0.7916666666666666,6.246666666666668,15,0.8,6,0.5748816303282698,-4.6414970971821855e-07,73.06666666666666,3,9,0.8,5.720833333333335,0
28,Bùi Thị Thanh,student123@example.com,3,Khóa học Python,96,26,0.6538461538461539,6.1812499999999995,16,0.5625,6,0.6719549371051601,-5.040082495199296e-07,59.3125,3,8,0.8666666666666667,5.561538461538461,0
28,Bùi Thị Thanh,student123@example.com,4,Khóa học C++,96,22,0.5909090909090909,6.0357142857142865,14,0.7142857142857143,5,0.4893248159558273,-3.119081991969272e-07,67.42857142857143,1,4,0.7333333333333333,5.6000000000000005,0
29,Phan Văn Toàn,student124@example.com,1,Khóa học JavaScript,113,29,0.10344827586206896,8.449999999999998,18,0.05555555555555555,7,0.6865776641348662,-9.396017343389003e-08,1.6111111111111112,1,6,0.9666666666666667,8.358620689655172,0
29,Phan Văn Toàn,student124@example.com,2,Khóa học Java,113,28,0.10714285714285714,8.029411764705882,17,0.058823529411764705,7,0.8783438331731805,6.019019420994101e-08,3.2941176470588234,0,9,0.9333333333333333,8.182142857142855,0
29,Phan Văn Toàn,student124@example.com,3,Khóa học Python,113,28,0.07142857142857142,8.458823529411765,17,0.058823529411764705,6,0.8623216429598393,-4.879676007932462e-07,2.8823529411764706,1,8,0.9333333333333333,8.55,0
29,Phan Văn Toàn,student124@example.com,4,Khóa học C++,113,28,0.10714285714285714,8.529411764705882,17,0.17647058823529413,7,0.9246714557279586,-1.674820537949055e-07,7.529411764705882,2,7,0.9333333333333333,8.503571428571428,0
30,Đặng Thị Trang,student125@example.com,1,Khóa học JavaScript,114,28,0.07142857142857142,8.43529411764706,17,0.058823529411764705,7,0.8777921343586236,1.463857775685211e-07,3.2941176470588234,2,7,0.9333333333333333,8.439285714285717,0
30,Đặng Thị Trang,student125@example.com,2,Khóa học Java,114,28,0.07142857142857142,8.447058823529414,17,0.11764705882352941,7,0.6713617829446474,2.2867021402573897e-08,3.5294117647058822,2,8,0.9333333333333333,8.492857142857144,0
30,Đặng Thị Trang,student125@example.com,3,Khóa học Python,114,28,0.07142857142857142,8.741176470588234,17,0.058823529411764705,7,0.7046557971006433,-1.0468925204799856e-07,1.7647058823529411,1,8,0.9333333333333333,8.689285714285713,0
30,Đặng Thị Trang,student125@example.com,4,Khóa học C++,114,30,0.06666666666666667,8.488888888888887,18,0.05555555555555555,8,0.7823674107681754,1.3396808608990613e-09,2.944444444444444,1,7,1.0,8.336666666666668,0
31,Vũ Văn Tùng,student126@example.com,1,Khóa học JavaScript,95,23,0.5217391304347826,6.385714285714285,14,0.5,6,0.5262497273255389,-1.834385499807906e-07,50.785714285714285,2,3,0.7666666666666667,5.83478260869565,0
31,Vũ Văn Tùng,student126@example.com,2,Khóa học Java,95,25,0.56,6.406666666666666,15,0.4666666666666667,6,0.43430659933072896,-3.179299802235726e-07,29.466666666666665,3,8,0.8333333333333334,5.9,0
31,Vũ Văn Tùng,student126@example.com,3,Khóa học Python,95,23,0.782608695652174,6.292857142857144,14,0.7857142857142857,6,0.48471535935210175,-2.787496584862921e-07,81.14285714285714,1,5,0.7666666666666667,5.77391304347826,0
31,Vũ Văn Tùng,student126@example.com,4,Khóa học C++,95,24,0.6666666666666666,6.093333333333333,15,0.7333333333333333,6,0.5434049032617287,-3.327362390393101e-07,80.66666666666667,3,7,0.8,5.750000000000001,0
32,Nguyễn Thị Tuyết,student127@example.com,1,Khóa học JavaScript,79,18,0.4444444444444444,4.527272727272727,11,0.45454545454545453,6,0.5528289380185738,-2.552158471250367e-07,76.63636363636364,1,5,0.6,3.416666666666667,1
32,Nguyễn Thị Tuyết,student127@example.com,2,Khóa học Java,79,22,0.4090909090909091,4.007142857142857,14,0.2857142857142857,7,1.2285091346333372,-8.324727138639655e-07,22.785714285714285,3,8,0.7333333333333333,3.1272727272727265,1
32,Nguyễn Thị Tuyết,student127@example.com,3,Khóa học Python,79,16,0.3125,4.710000000000001,10,0.4,6,0.6122907805936658,-3.8037175354038374e-07,54.6,1,2,0.5333333333333333,3.8000000000000007,1
32,Nguyễn Thị Tuyết,student127@example.com,4,Khóa học C++,79,23,0.34782608695652173,4.45,14,0.42857142857142855,5,0.7528517213141738,-4.2521333703990993e-07,57.142857142857146,2,7,0.7666666666666667,3.608695652173913,1
33,Trần Văn Việt,student128@example.com,1,Khóa học JavaScript,115,30,0.03333333333333333,8.483333333333333,18,0.05555555555555555,6,0.8629728977333079,-2.7759134859106017e-09,1.777777777777778,1,8,1.0,8.553333333333335,0
33,Trần Văn Việt,student128@example.com,2,Khóa học Java,115,28,0.0,8.75294117647059,17,0.0,7,0.840950195810614,-2.3345927935033368e-07,0.0,0,8,0.9333333333333333,8.903571428571428,0
33,Trần Văn Việt,student128@example.com,3,Khóa học Python,115,28,0.03571428571428571,8.52941176470588,17,0.058823529411764705,7,0.8034958222244717,5.4961497626133684e-08,3.0,0,5,0.9333333333333333,8.664285714285715,0
33,Trần Văn Việt,student128@example.com,4,Khóa học C++,115,29,0.0,8.88888888888889,18,0.0,6,0.6789607163312082,-3.3138159524453503e-07,0.0,1,8,0.9666666666666667,8.727586206896552,0
34,Lê Thị Vân,student129@example.com,1,Khóa học JavaScript,82,23,0.4782608695652174,4.521428571428571,14,0.5,6,0.7052644604569787,-5.268806990543542e-07,75.07142857142857,1,6,0.7666666666666667,3.4913043478260875,1
34,Lê Thị Vân,student129@example.com,2,Khóa học Java,82,22,0.2727272727272727,4.335714285714286,14,0.42857142857142855,6,0.7325173258381409,-5.173578570150111e-07,41.214285714285715,1,3,0.7333333333333333,3.5181818181818176,1
34,Lê Thị Vân,student129@example.com,3,Khóa học Python,82,18,0.3333333333333333,4.509090909090908,11,0.18181818181818182,6,0.7902295931672989,-6.427041620856484e-07,18.454545454545453,2,4,0.6,3.344444444444443,1
34,Lê Thị Vân,student129@example.com,4,Khóa học C++,82,19,0.3157894736842105,4.483333333333334,12,0.3333333333333333,6,0.6387922632245606,-4.963987619680161e-07,39.416666666666664,0,3,0.6333333333333333,3.673684210526317,1
35,Phạm Văn Hòa,student130@example.com,1,Khóa học JavaScript,86,22,0.4090909090909091,4.492857142857142,14,0.42857142857142855,7,0.7497278417763964,-5.62489351333272e-07,70.0,2,7,0.7333333333333333,3.4909090909090907,1
35,Phạm Văn Hòa,student130@example.com,2,Khóa học Java,86,23,0.43478260869565216,4.2214285714285715,14,0.35714285714285715,7,0.7929858325419471,-3.965686859898437e-07,44.57142857142857,2,9,0.7666666666666667,3.1260869565217386,1
